target_id	length	eff_length	est_counts	tpm
lcl|NC_000964.3_cds_NP_387882.1_1	1341	1142	6735	297.355
lcl|NC_000964.3_cds_NP_387883.1_2	1137	938	3140	168.784
lcl|NC_000964.3_cds_NP_387884.1_3	216	27.7621	226	410.45
lcl|NC_000964.3_cds_NP_387885.1_4	1113	914	4862	268.208
lcl|NC_000964.3_cds_NP_387886.2_5	246	48.8256	296	305.666
lcl|NC_000964.3_cds_NP_387887.1_6	1917	1718	7929	232.701
lcl|NC_000964.3_cds_NP_387888.1_7	2466	2267	12845	285.684
lcl|NC_000964.3_cds_NP_387889.1_8	948	749	99	6.66433
lcl|NC_000964.3_cds_NP_387890.1_9	1467	1268	22078	877.897
lcl|NC_000964.3_cds_NP_387891.1_10	1332	1133	6761	300.874
lcl|NC_000964.3_cds_NP_387892.1_11	885	686	10034	737.485
lcl|NC_000964.3_cds_NP_387893.1_12	591	392	6706	862.543
lcl|NC_000964.3_cds_NP_387894.1_13	1278	1079	2892	135.139
lcl|NC_000964.3_cds_NP_387895.1_14	654	455	923	102.281
lcl|NC_000964.3_cds_NP_387896.1_15	624	425	764	90.6374
lcl|NC_000964.3_cds_NP_387897.1_16	1284	1085	607	28.2073
lcl|NC_000964.3_cds_NP_387898.1_17	546	347	414	60.1553
lcl|NC_000964.3_cds_NP_387899.1_18	486	287	533	93.6372
lcl|NC_000964.3_cds_NP_387900.2_19	1692	1493	3185	107.561
lcl|NC_000964.3_cds_NP_387901.1_20	324	125	1037	418.285
lcl|NC_000964.3_cds_NP_387902.1_21	597	398	731	92.6057
lcl|NC_000964.3_cds_NP_387903.1_22	225	33.0062	203	310.102
lcl|NC_000964.3_cds_NP_387904.2_23	264	65.3593	70	54
lcl|NC_000964.3_cds_NP_387905.1_24	195	18.8991	7	18.6749
lcl|NC_000964.3_cds_NP_387906.1_25	615	416	1260	152.715
lcl|NC_000964.3_cds_NP_387907.1_26	1161	962	2748	144.027
lcl|NC_000964.3_cds_NP_387908.1_27	1443	1244	3133	126.982
lcl|NC_000964.3_cds_NP_387909.2_28	639	440	945	108.289
lcl|NC_000964.3_cds_NP_387910.1_29	330	131	1074	413.367
lcl|NC_000964.3_cds_NP_387911.1_30	441	242	1034	215.431
lcl|NC_000964.3_cds_NP_387912.1_31	990	791	3228	205.76
lcl|NC_000964.3_cds_NP_387913.1_32	828	629	3755	300.997
lcl|NC_000964.3_cds_NP_387914.1_33	360	161	1209	378.62
lcl|NC_000964.3_cds_NP_387915.1_34	744	545	613	56.711
lcl|NC_000964.3_cds_NP_387916.1_35	300	101.003	102	50.9177
lcl|NC_000964.3_cds_NP_387917.1_36	879	680	831	61.6163
lcl|NC_000964.3_cds_NP_387918.1_37	291	92.0123	8189	4487.33
lcl|NC_000964.3_cds_NP_387919.1_38	1995	1796	6444	180.906
lcl|NC_000964.3_cds_NP_387920.1_39	768	569	503	44.5717
lcl|NC_000964.3_cds_NP_387921.1_40	1314	1115	12810	579.265
lcl|NC_000964.3_cds_NP_387922.1_41	561	362	863	120.2
lcl|NC_000964.3_cds_NP_387923.1_42	879	680	1545	114.557
lcl|NC_000964.3_cds_NP_387924.1_43	873	674	47	3.51594
lcl|NC_000964.3_cds_NP_387925.1_44	261	62.4871	1944	1568.59
lcl|NC_000964.3_cds_NP_387926.1_45	186	16.2643	20	62.0009
lcl|NC_000964.3_cds_NP_387927.1_46	870	671	1449	108.88
lcl|NC_000964.3_cds_NP_387928.1_47	858	659	3336	255.237
lcl|NC_000964.3_cds_NP_387929.1_48	378	179	1961	552.367
lcl|NC_000964.3_cds_NP_387930.1_49	294	95.0079	8505	4513.55
lcl|NC_000964.3_cds_NP_387931.1_50	1371	1172	6516	280.322
lcl|NC_000964.3_cds_NP_387932.1_51	954	755	3435	229.395
lcl|NC_000964.3_cds_NP_387933.1_52	615	416	12402	1503.15
lcl|NC_000964.3_cds_NP_387934.1_53	567	368	2303	315.536
lcl|NC_000964.3_cds_NP_387935.1_54	231	37.0315	459	624.95
lcl|NC_000964.3_cds_NP_387936.1_55	3534	3335	7751	117.183
lcl|NC_000964.3_cds_NP_387937.1_56	537	338	788	117.547
lcl|NC_000964.3_cds_NP_387938.1_57	1599	1400	846	30.4681
lcl|NC_000964.3_cds_NP_387939.1_58	1470	1271	1852	73.4681
lcl|NC_000964.3_cds_NP_387940.1_59	261	62.4871	250	201.722
lcl|NC_000964.3_cds_NP_387941.1_60	303	104.002	303	146.894
lcl|NC_000964.3_cds_NP_387942.1_61	636	437	721	83.1873
lcl|NC_000964.3_cds_NP_387943.1_62	378	179	1956	550.959
lcl|NC_000964.3_cds_NP_387944.1_63	387	188	7364	1974.96
lcl|NC_000964.3_cds_NP_387945.1_64	2484	2285	661	14.5854
lcl|NC_000964.3_cds_NP_387946.1_65	738	539	307	28.7179
lcl|NC_000964.3_cds_NP_387947.2_66	1017	818	134	8.25952
lcl|NC_000964.3_cds_NP_387948.1_67	1419	1220	8839	365.297
lcl|NC_000964.3_cds_NP_387949.1_68	543	344	3247	475.912
lcl|NC_000964.3_cds_NP_387950.1_69	1914	1715	41827	1229.69
lcl|NC_000964.3_cds_NP_387951.2_70	777	578	1827	159.373
lcl|NC_000964.3_cds_NP_387952.1_71	876	677	2884	214.788
lcl|NC_000964.3_cds_NP_387953.1_72	894	695	1628	118.106
lcl|NC_000964.3_cds_NP_387954.1_73	927	728	46776	3239.63
lcl|NC_000964.3_cds_NP_387955.1_74	1413	1214	1743	72.3906
lcl|NC_000964.3_cds_NP_387956.1_75	585	386	1209	157.922
lcl|NC_000964.3_cds_NP_387957.1_76	882	683	1284	94.7867
lcl|NC_000964.3_cds_NP_387958.1_77	858	659	1635	125.094
lcl|NC_000964.3_cds_NP_387959.1_78	363	164	487	149.723
lcl|NC_000964.3_cds_NP_387960.1_79	504	305	910	150.434
lcl|NC_000964.3_cds_NP_387961.1_80	210	24.7787	217	441.555
lcl|NC_000964.3_cds_NP_387962.1_81	1002	803	4264	267.735
lcl|NC_000964.3_cds_NP_387963.1_82	1500	1301	5260	203.85
lcl|NC_000964.3_cds_NP_387964.1_83	465	266	1411	267.454
lcl|NC_000964.3_cds_NP_387965.1_84	558	359	2033	285.526
lcl|NC_000964.3_cds_NP_387966.1_85	1092	893	5257	296.818
lcl|NC_000964.3_cds_NP_387967.1_86	2433	2234	16808	379.347
lcl|NC_000964.3_cds_NP_387968.1_87	1377	1178	2883	123.396
lcl|NC_000964.3_cds_NP_387969.1_88	1083	884	1658	94.5661
lcl|NC_000964.3_cds_NP_387970.1_89	1101	902	2771	154.894
lcl|NC_000964.3_cds_NP_387971.1_90	699	500	1372	138.353
lcl|NC_000964.3_cds_NP_387972.1_91	477	278	166	30.1069
lcl|NC_000964.3_cds_NP_387973.1_92	1452	1253	10991	442.272
lcl|NC_000964.3_cds_NP_387974.1_93	654	455	685	75.9071
lcl|NC_000964.3_cds_NP_387975.1_94	1401	1202	1762	73.9102
lcl|NC_000964.3_cds_NP_387976.1_95	432	233	373	80.7154
lcl|NC_000964.3_cds_NP_387977.1_96	750	551	956	87.4802
