target_id	length	eff_length	est_counts	tpm
lcl|NC_003112.2_cds_WP_002225747.1_1	492	243.048	124	243.15
lcl|NC_003112.2_cds_WP_002225748.1_2	396	151.442	60	188.82
lcl|NC_003112.2_cds_WP_002225749.1_3	1395	1145.89	131	54.4845
lcl|NC_003112.2_cds_WP_002220030.1_4	645	395.887	47	56.5809
lcl|NC_003112.2_cds_WP_002225750.1_5	354	117.226	15	60.9832
lcl|NC_003112.2_cds_WP_002225751.1_6	483	234.122	137	278.883
lcl|NC_003112.2_cds_WP_002225752.1_7	651	401.887	75	88.9408
lcl|NC_003112.2_cds_WP_002225753.1_8	918	668.887	132	94.0513
lcl|NC_003112.2_cds_WP_002221759.1_9	249	59.9835	238	1890.99
lcl|NC_003112.2_cds_WP_002225754.1_10	1212	962.887	260	128.689
lcl|NC_003112.2_cds_WP_002225755.1_11	1254	1004.89	300	142.281
lcl|NC_003112.2_cds_WP_002225756.1_12	972	722.887	83	54.7206
lcl|NC_003112.2_cds_WP_002225757.1_13	450	201.73	96	226.801
lcl|NC_003112.2_cds_WP_002225758.1_14	1272	1022.89	103	47.9902
lcl|NC_003112.2_cds_WP_002225759.1_15	1449	1199.89	316	125.513
lcl|NC_003112.2_cds_WP_061730199.1_16	219	50.2828	116	1099.47
lcl|NC_003112.2_cds_WP_002216134.1_17	924	674.887	87	61.4372
lcl|NC_003112.2_cds_WP_141562916.1_18	444	195.928	1348	3278.96
lcl|NC_003112.2_cds_WP_010980743.1_19	513	263.949	0	0
lcl|NC_003112.2_cds_WP_009349134.1_20	462	213.428	422.064	942.473
lcl|NC_003112.2_cds_WP_165439318.1_21	402	156.753	189.055	574.797
lcl|NC_003112.2_cds_22	387	143.651	0	0
lcl|NC_003112.2_cds_WP_002221781.1_23	339	106.494	3.02271	13.5274
lcl|NC_003112.2_cds_24	420	173.171	519.838	1430.66
lcl|NC_003112.2_cds_WP_002221783.1_25	597	347.887	2452.02	3359.14
lcl|NC_003112.2_cds_WP_176607287.1_26	405	159.441	0	0
lcl|NC_003112.2_cds_27	328	99.1752	46	221.054
lcl|NC_003112.2_cds_WP_002216146.1_28	330	100.471	208	986.661
lcl|NC_003112.2_cds_WP_002221786.1_29	219	50.2828	35	331.736
lcl|NC_003112.2_cds_WP_002225762.1_30	954	704.887	423	285.999
lcl|NC_003112.2_cds_WP_002225763.1_31	2058	1808.89	234	61.6521
lcl|NC_003112.2_cds_WP_002225764.1_32	1839	1589.89	208	62.3506
lcl|NC_003112.2_cds_WP_002243923.1_33	522	272.928	58	101.28
lcl|NC_003112.2_cds_34	63	20.6799	0	0
lcl|NC_003112.2_cds_WP_002221791.1_35	1326	1076.89	205	90.725
lcl|NC_003112.2_cds_WP_002225766.1_36	840	590.887	94	75.817
lcl|NC_003112.2_cds_WP_002215233.1_37	1167	917.887	219	113.71
lcl|NC_003112.2_cds_WP_002243924.1_38	1266	1016.89	230	107.795
lcl|NC_003112.2_cds_WP_002225768.1_39	330	100.471	98	464.869
lcl|NC_003112.2_cds_WP_002225769.1_40	1371	1121.89	57	24.2141
lcl|NC_003112.2_cds_WP_002243925.1_41	273	69.5764	4	27.3994
