target_id	length	eff_length	est_counts	tpm
lcl|NC_000964.3_cds_NP_387882.1_1	1341	1142	5394	270.398
lcl|NC_000964.3_cds_NP_387883.1_2	1137	938	2528	154.288
lcl|NC_000964.3_cds_NP_387884.1_3	216	27.7621	232	478.404
lcl|NC_000964.3_cds_NP_387885.1_4	1113	914	4213	263.878
lcl|NC_000964.3_cds_NP_387886.2_5	246	48.8256	284	332.988
lcl|NC_000964.3_cds_NP_387887.1_6	1917	1718	6611	220.294
lcl|NC_000964.3_cds_NP_387888.1_7	2466	2267	10752	271.516
lcl|NC_000964.3_cds_NP_387889.1_8	948	749	93	7.10819
lcl|NC_000964.3_cds_NP_387890.1_9	1467	1268	17645	796.637
lcl|NC_000964.3_cds_NP_387891.1_10	1332	1133	5909	298.567
lcl|NC_000964.3_cds_NP_387892.1_11	885	686	8835	737.294
lcl|NC_000964.3_cds_NP_387893.1_12	591	392	5791	845.718
lcl|NC_000964.3_cds_NP_387894.1_13	1278	1079	2351	124.735
lcl|NC_000964.3_cds_NP_387895.1_14	654	455	829	104.304
lcl|NC_000964.3_cds_NP_387896.1_15	624	425	740	99.6784
lcl|NC_000964.3_cds_NP_387897.1_16	1284	1085	538	28.3864
lcl|NC_000964.3_cds_NP_387898.1_17	546	347	441	72.7557
lcl|NC_000964.3_cds_NP_387899.1_18	486	287	445	88.7639
lcl|NC_000964.3_cds_NP_387900.2_19	1692	1493	2708	103.836
lcl|NC_000964.3_cds_NP_387901.1_20	324	125	910	416.763
lcl|NC_000964.3_cds_NP_387902.1_21	597	398	599	86.1592
lcl|NC_000964.3_cds_NP_387903.1_22	225	33.0062	153	265.372
lcl|NC_000964.3_cds_NP_387904.2_23	264	65.3593	60	52.5536
lcl|NC_000964.3_cds_NP_387905.1_24	195	18.8991	4	12.1165
lcl|NC_000964.3_cds_NP_387906.1_25	615	416	1186	163.211
lcl|NC_000964.3_cds_NP_387907.1_26	1161	962	2508	149.249
lcl|NC_000964.3_cds_NP_387908.1_27	1443	1244	2846	130.97
lcl|NC_000964.3_cds_NP_387909.2_28	639	440	833	108.38
lcl|NC_000964.3_cds_NP_387910.1_29	330	131	1031	450.553
lcl|NC_000964.3_cds_NP_387911.1_30	441	242	956	226.152
lcl|NC_000964.3_cds_NP_387912.1_31	990	791	2839	205.469
lcl|NC_000964.3_cds_NP_387913.1_32	828	629	3152	286.876
lcl|NC_000964.3_cds_NP_387914.1_33	360	161	1066	379.044
lcl|NC_000964.3_cds_NP_387915.1_34	744	545	481	50.525
lcl|NC_000964.3_cds_NP_387916.1_35	300	101.003	98	55.5456
lcl|NC_000964.3_cds_NP_387917.1_36	879	680	688	57.9212
lcl|NC_000964.3_cds_NP_387918.1_37	291	92.0123	7137	4440.46
lcl|NC_000964.3_cds_NP_387919.1_38	1995	1796	5289	168.587
lcl|NC_000964.3_cds_NP_387920.1_39	768	569	422	42.4579
lcl|NC_000964.3_cds_NP_387921.1_40	1314	1115	11263	578.279
lcl|NC_000964.3_cds_NP_387922.1_41	561	362	734	116.077
lcl|NC_000964.3_cds_NP_387923.1_42	879	680	1300	109.444
lcl|NC_000964.3_cds_NP_387924.1_43	873	674	39	3.31255
lcl|NC_000964.3_cds_NP_387925.1_44	261	62.4871	1736	1590.44
lcl|NC_000964.3_cds_NP_387926.1_45	186	16.2643	15	52.7976
lcl|NC_000964.3_cds_NP_387927.1_46	870	671	1326	113.13
lcl|NC_000964.3_cds_NP_387928.1_47	858	659	2855	248.015
lcl|NC_000964.3_cds_NP_387929.1_48	378	179	1673	535.058
lcl|NC_000964.3_cds_NP_387930.1_49	294	95.0079	8205	4943.98
lcl|NC_000964.3_cds_NP_387931.1_50	1371	1172	5448	266.114
lcl|NC_000964.3_cds_NP_387932.1_51	954	755	2833	214.812
lcl|NC_000964.3_cds_NP_387933.1_52	615	416	11113	1529.31
lcl|NC_000964.3_cds_NP_387934.1_53	567	368	2220	345.353
lcl|NC_000964.3_cds_NP_387935.1_54	231	37.0315	473	731.22
lcl|NC_000964.3_cds_NP_387936.1_55	3534	3335	6884	118.169
lcl|NC_000964.3_cds_NP_387937.1_56	537	338	710	120.254
lcl|NC_000964.3_cds_NP_387938.1_57	1599	1400	664	27.1518
lcl|NC_000964.3_cds_NP_387939.1_58	1470	1271	1702	76.6606
lcl|NC_000964.3_cds_NP_387940.1_59	261	62.4871	205	187.811
lcl|NC_000964.3_cds_NP_387941.1_60	303	104.002	273	150.273
lcl|NC_000964.3_cds_NP_387942.1_61	636	437	680	89.0811
lcl|NC_000964.3_cds_NP_387943.1_62	378	179	1935	618.851
lcl|NC_000964.3_cds_NP_387944.1_63	387	188	6028	1835.58
lcl|NC_000964.3_cds_NP_387945.1_64	2484	2285	560	14.0301
lcl|NC_000964.3_cds_NP_387946.1_65	738	539	320	33.9875
lcl|NC_000964.3_cds_NP_387947.2_66	1017	818	119	8.32821
lcl|NC_000964.3_cds_NP_387948.1_67	1419	1220	7991	374.973
lcl|NC_000964.3_cds_NP_387949.1_68	543	344	2789	464.139
lcl|NC_000964.3_cds_NP_387950.1_69	1914	1715	34702	1158.37
lcl|NC_000964.3_cds_NP_387951.2_70	777	578	1653	163.721
lcl|NC_000964.3_cds_NP_387952.1_71	876	677	2454	207.512
lcl|NC_000964.3_cds_NP_387953.1_72	894	695	1463	120.508
lcl|NC_000964.3_cds_NP_387954.1_73	927	728	41534	3266.11
lcl|NC_000964.3_cds_NP_387955.1_74	1413	1214	1710	80.6372
lcl|NC_000964.3_cds_NP_387956.1_75	585	386	1154	171.15
lcl|NC_000964.3_cds_NP_387957.1_76	882	683	1137	95.3011
lcl|NC_000964.3_cds_NP_387958.1_77	858	659	1523	132.304
lcl|NC_000964.3_cds_NP_387959.1_78	363	164	422	147.308
lcl|NC_000964.3_cds_NP_387960.1_79	504	305	762	143.025
lcl|NC_000964.3_cds_NP_387961.1_80	210	24.7787	172	397.382
lcl|NC_000964.3_cds_NP_387962.1_81	1002	803	3638	259.361
lcl|NC_000964.3_cds_NP_387963.1_82	1500	1301	4391	193.217
lcl|NC_000964.3_cds_NP_387964.1_83	465	266	1189	255.893
lcl|NC_000964.3_cds_NP_387965.1_84	558	359	1675	267.103
lcl|NC_000964.3_cds_NP_387966.1_85	1092	893	4407	282.52
lcl|NC_000964.3_cds_NP_387967.1_86	2433	2234	14504	371.674
lcl|NC_000964.3_cds_NP_387968.1_87	1377	1178	2487	120.862
lcl|NC_000964.3_cds_NP_387969.1_88	1083	884	1411	91.3762
lcl|NC_000964.3_cds_NP_387970.1_89	1101	902	2422	153.718
lcl|NC_000964.3_cds_NP_387971.1_90	699	500	1176	134.647
lcl|NC_000964.3_cds_NP_387972.1_91	477	278	148	30.4772
lcl|NC_000964.3_cds_NP_387973.1_92	1452	1253	9548	436.234
lcl|NC_000964.3_cds_NP_387974.1_93	654	455	569	71.5911
lcl|NC_000964.3_cds_NP_387975.1_94	1401	1202	1560	74.2982
lcl|NC_000964.3_cds_NP_387976.1_95	432	233	375	92.1369
lcl|NC_000964.3_cds_NP_387977.1_96	750	551	928	96.4172
lcl|NC_000964.3_cds_NP_387978.1_97	513	314	455	82.9545
lcl|NC_000964.3_cds_NP_387979.1_98	657	458	2682	335.237
lcl|NC_000964.3_cds_NP_387980.1_99	150	9.89467	77	445.5
