target_id	length	eff_length	est_counts	tpm
lcl|NC_002516.2_cds_NP_064721.1_1	1545	1292.28	1612	46.9526
lcl|NC_002516.2_cds_NP_064722.1_2	1104	851.284	698	30.8626
lcl|NC_002516.2_cds_NP_064723.1_3	1110	857.284	347	15.2355
lcl|NC_002516.2_cds_NP_064724.1_4	2421	2168.28	745	12.9328
lcl|NC_002516.2_cds_NP_064725.1_5	774	521.284	286	20.6511
lcl|NC_002516.2_cds_NP_064726.1_6	537	284.807	251	33.1723
lcl|NC_002516.2_cds_NP_064727.1_7	1707	1454.28	1726	44.6729
lcl|NC_002516.2_cds_NP_064728.1_8	2055	1802.28	355	7.41408
lcl|NC_002516.2_cds_NP_064729.1_9	948	695.284	121	6.55051
lcl|NC_002516.2_cds_NP_248700.1_10	552	299.682	51	6.40564
lcl|NC_002516.2_cds_NP_248701.1_11	888	635.284	317	18.7821
lcl|NC_002516.2_cds_NP_248702.1_12	267	53.561	170	119.468
lcl|NC_002516.2_cds_NP_248703.1_13	654	401.339	80	7.50293
lcl|NC_002516.2_cds_NP_248704.1_14	273	56.6906	12	7.9675
lcl|NC_002516.2_cds_NP_248705.1_15	318	84.6361	470	209.023
lcl|NC_002516.2_cds_NP_248706.1_16	1374	1121.28	430	14.4346
lcl|NC_002516.2_cds_NP_248707.1_17	1305	1052.28	174	6.22398
lcl|NC_002516.2_cds_NP_248708.1_18	945	692.284	87	4.73028
lcl|NC_002516.2_cds_NP_248709.1_19	507	255.156	1087	160.352
lcl|NC_002516.2_cds_NP_248710.1_20	1026	773.284	530	25.7982
lcl|NC_002516.2_cds_NP_248711.1_21	1089	836.284	62	2.79055
lcl|NC_002516.2_cds_NP_248712.1_22	558	305.647	186	22.9058
lcl|NC_002516.2_cds_NP_248713.1_23	978	725.284	134	6.95423
lcl|NC_002516.2_cds_NP_248714.1_24	918	665.284	102	5.77092
lcl|NC_002516.2_cds_NP_248715.1_25	825	572.284	170	11.1812
lcl|NC_002516.2_cds_NP_248716.1_26	987	734.284	598	30.6542
lcl|NC_002516.2_cds_NP_248717.1_27	1287	1034.28	402	14.6298
lcl|NC_002516.2_cds_NP_248718.1_28	603	350.435	121	12.9966
lcl|NC_002516.2_cds_NP_248719.1_29	1554	1301.28	240	6.94211
lcl|NC_002516.2_cds_NP_248720.1_30	924	671.284	38	2.13074
lcl|NC_002516.2_cds_NP_248721.1_31	1512	1259.28	184	5.49979
lcl|NC_002516.2_cds_NP_248722.1_32	915	662.284	121	6.87691
lcl|NC_002516.2_cds_YP_008719728.1_33	378	132.854	56	15.8659
lcl|NC_002516.2_cds_NP_248723.1_34	366	122.464	19	5.83981
lcl|NC_002516.2_cds_NP_248724.1_35	624	371.399	51	5.1687
lcl|NC_002516.2_cds_NP_248725.1_36	807	554.284	192	13.0383
lcl|NC_002516.2_cds_NP_248726.1_37	1209	956.284	250	9.84023
lcl|NC_002516.2_cds_NP_248727.1_38	888	635.284	144	8.53192
lcl|NC_002516.2_cds_NP_248728.1_39	216	32.111	1577	1848.54
lcl|NC_002516.2_cds_NP_248729.1_40	228	35.9967	9847	10296.6
lcl|NC_002516.2_cds_NP_248730.1_41	1689	1436.28	178.508	4.67811
lcl|NC_002516.2_cds_NP_248731.1_42	10608	10355.3	699.768	2.54357
lcl|NC_002516.2_cds_YP_008719729.1_43	702	449.297	125	10.472
lcl|NC_002516.2_cds_NP_248732.1_44	396	148.862	168	42.4794
lcl|NC_002516.2_cds_NP_248733.1_45	1383	1130.28	193	6.4272
lcl|NC_002516.2_cds_NP_248734.1_46	1374	1121.28	361	12.1184
lcl|NC_002516.2_cds_NP_248735.1_47	687	434.303	50	4.3334
lcl|NC_002516.2_cds_NP_248736.1_48	354	112.383	17	5.69378
lcl|NC_002516.2_cds_NP_248737.1_49	510	258.116	67	9.7704
lcl|NC_002516.2_cds_NP_248738.1_50	384	138.15	76	20.7068
