target_id	length	eff_length	est_counts	tpm
lcl|NC_000913.3_cds_NP_414542.1_1	66	11.2235	1284	2083.94
lcl|NC_000913.3_cds_NP_414543.1_2	2463	2258.8	2385	19.2336
lcl|NC_000913.3_cds_NP_414544.1_3	933	728.8	1296	32.3926
lcl|NC_000913.3_cds_NP_414545.1_4	1287	1082.8	2056	34.5879
lcl|NC_000913.3_cds_NP_414546.1_5	297	110.331	149	24.6003
lcl|NC_000913.3_cds_NP_414547.1_6	777	572.8	430	13.6746
lcl|NC_000913.3_cds_NP_414548.1_7	1431	1226.8	394	5.85022
lcl|NC_000913.3_cds_NP_414549.1_8	954	749.8	5667	137.676
lcl|NC_000913.3_cds_NP_414550.1_9	588	384.034	276	13.0915
lcl|NC_000913.3_cds_NP_414551.1_10	567	363.193	657	32.9517
lcl|NC_000913.3_cds_NP_414552.1_11	714	509.8	193	6.89616
lcl|NC_000913.3_cds_YP_009518733.1_12	486	283.12	0	0
lcl|NC_000913.3_cds_NP_414554.1_13	405	205.192	56	4.97138
lcl|NC_000913.3_cds_NP_414555.1_14	1917	1712.8	452518	4812.59
lcl|NC_000913.3_cds_NP_414556.1_15	1131	926.8	20149	396.02
lcl|NC_000913.3_cds_NP_414557.1_16	1113	908.8	1280.67	25.6695
lcl|NC_000913.3_cds_NP_414559.1_17	210	51.9553	577	202.3
lcl|NC_000913.3_cds_YP_025292.1_18	153	30.0567	0	0
lcl|NC_000913.3_cds_NP_414560.1_19	1167	962.8	15536	293.936
lcl|NC_000913.3_cds_NP_414561.1_20	906	701.8	1049	27.2278
lcl|NC_000913.3_cds_NP_414562.1_21	504	300.798	48.5426	2.93966
lcl|NC_000913.3_cds_NP_414563.1_22	276	94.2443	10.1942	1.97036
lcl|NC_000913.3_cds_NP_414564.1_23	264	85.4548	1847	393.713
lcl|NC_000913.3_cds_NP_414565.1_24	219	56.7411	134	43.0187
lcl|NC_000913.3_cds_NP_414566.1_25	942	737.8	1152	28.4422
lcl|NC_000913.3_cds_NP_414567.1_26	2817	2612.8	7350	51.2426
lcl|NC_000913.3_cds_NP_414568.1_27	495	291.954	750	46.7947
lcl|NC_000913.3_cds_NP_414569.1_28	450	248.154	346	25.3983
lcl|NC_000913.3_cds_NP_414570.1_29	951	746.8	782	19.0745
lcl|NC_000913.3_cds_NP_414571.1_30	915	710.8	159	4.07474
lcl|NC_000913.3_cds_NP_414572.1_31	822	617.8	8891	262.152
lcl|NC_000913.3_cds_NP_414573.1_32	1149	944.8	247	4.76219
lcl|NC_000913.3_cds_NP_414574.1_33	3222	3017.8	1011	6.10254
lcl|NC_000913.3_cds_NP_414576.4_34	396	196.703	114	10.5571
lcl|NC_000913.3_cds_NP_414577.2_35	591	387.034	130	6.11848
lcl|NC_000913.3_cds_NP_414578.2_36	786	581.8	12	0.375714
lcl|NC_000913.3_cds_NP_414579.4_37	1554	1349.8	142	1.91632
lcl|NC_000913.3_cds_NP_414580.1_38	1218	1013.8	96	1.72492
lcl|NC_000913.3_cds_NP_414581.1_39	1143	938.8	189	3.66723
lcl|NC_000913.3_cds_NP_414582.1_40	1515	1310.8	35	0.486386
lcl|NC_000913.3_cds_NP_414583.2_41	771	566.8	28	0.899866
lcl|NC_000913.3_cds_NP_414584.1_42	942	737.8	21	0.518478
lcl|NC_000913.3_cds_NP_414585.1_43	1287	1082.8	29	0.487865
lcl|NC_000913.3_cds_NP_414586.1_44	288	103.33	5	0.881443
lcl|NC_000913.3_cds_NP_414587.1_45	1332	1127.8	30	0.48455
lcl|NC_000913.3_cds_NP_414588.1_46	531	327.484	304	16.9096
lcl|NC_000913.3_cds_NP_414589.1_47	1863	1658.8	857	9.41102
lcl|NC_000913.3_cds_NP_414590.1_48	480	277.288	1481	97.2912
lcl|NC_000913.3_cds_NP_414591.1_49	843	638.8	1496	42.6596
lcl|NC_000913.3_cds_NP_414592.1_50	378	179.994	1727	174.777
lcl|NC_000913.3_cds_NP_414593.1_51	822	617.8	3813	112.426
lcl|NC_000913.3_cds_NP_414594.1_52	990	785.8	290	6.72258
lcl|NC_000913.3_cds_NP_414595.1_53	1287	1082.8	3716	62.514
lcl|NC_000913.3_cds_NP_414596.1_54	2355	2150.8	9626	81.5259
lcl|NC_000913.3_cds_NP_414597.1_55	816	611.8	270	8.03904
lcl|NC_000913.3_cds_YP_009518734.1_56	651	446.881	888	36.1969
lcl|NC_000913.3_cds_YP_009518735.1_57	159	31.6125	173	99.6868
lcl|NC_000913.3_cds_NP_414600.1_58	660	455.847	1694	67.6931
lcl|NC_000913.3_cds_NP_414601.1_59	2907	2702.8	6375	42.9651
lcl|NC_000913.3_cds_NP_414602.1_60	2352	2147.8	3455	29.3025
lcl|NC_000913.3_cds_NP_414603.1_61	696	491.8	283	10.4821
lcl|NC_000913.3_cds_NP_414604.1_62	1503	1298.8	1784	25.0209
lcl|NC_000913.3_cds_NP_414605.1_63	1701	1496.8	1518	18.4739
lcl|NC_000913.3_cds_NP_414606.1_64	879	674.8	1589	42.8942
lcl|NC_000913.3_cds_NP_414607.1_65	765	560.8	811	26.3428
lcl|NC_000913.3_cds_NP_414608.1_66	699	494.8	90	3.31331
lcl|NC_000913.3_cds_NP_414609.1_67	1611	1406.8	65	0.841649
lcl|NC_000913.3_cds_NP_414610.1_68	984	779.8	342	7.989
lcl|NC_000913.3_cds_NP_414611.1_69	1656	1451.8	387	4.85572
lcl|NC_000913.3_cds_YP_002791237.1_70	132	24.5061	180	133.797
lcl|NC_000913.3_cds_YP_025293.1_71	1179	974.8	539	10.0722
lcl|NC_000913.3_cds_NP_414613.1_72	606	401.985	2527	114.51
lcl|NC_000913.3_cds_NP_414614.1_73	1401	1196.8	3094	47.0921
lcl|NC_000913.3_cds_NP_414615.4_74	1092	887.8	1829	37.5274
lcl|NC_000913.3_cds_NP_414616.1_75	1572	1367.8	2888	38.4613
lcl|NC_000913.3_cds_NP_414617.1_76	87	13.8197	881	1161.25
lcl|NC_000913.3_cds_NP_414618.4_77	945	740.8	189	4.64741
lcl|NC_000913.3_cds_YP_009518736.1_78	45	12.7778	0	0
lcl|NC_000913.3_cds_YP_025294.2_79	1725	1520.8	1265	15.1519
lcl|NC_000913.3_cds_NP_414620.1_80	492	289.027	453	28.5503
lcl|NC_000913.3_cds_NP_414622.1_81	1005	800.8	1797	40.8765
lcl|NC_000913.3_cds_NP_414623.1_82	459	256.836	3087	218.943
lcl|NC_000913.3_cds_NP_414624.1_83	942	737.8	3949	97.4986
lcl|NC_000913.3_cds_NP_414625.1_84	366	169.167	806	86.7899
lcl|NC_000913.3_cds_NP_414626.1_85	1767	1562.8	2153	25.0952
