target_id	length	eff_length	est_counts	tpm
lcl|NC_003112.2_cds_WP_002225747.1_1	492	243.048	151	188.615
lcl|NC_003112.2_cds_WP_002225748.1_2	396	151.442	72	144.337
lcl|NC_003112.2_cds_WP_002225749.1_3	1395	1145.89	208	55.1077
lcl|NC_003112.2_cds_WP_002220030.1_4	645	395.887	77	59.0487
lcl|NC_003112.2_cds_WP_002225750.1_5	354	117.226	30	77.694
lcl|NC_003112.2_cds_WP_002225751.1_6	483	234.122	115	149.123
lcl|NC_003112.2_cds_WP_002225752.1_7	651	401.887	193	145.795
lcl|NC_003112.2_cds_WP_002225753.1_8	918	668.887	253	114.831
lcl|NC_003112.2_cds_WP_002221759.1_9	249	59.9835	173	875.598
lcl|NC_003112.2_cds_WP_002225754.1_10	1212	962.887	277	87.3364
lcl|NC_003112.2_cds_WP_002225755.1_11	1254	1004.89	241	72.8099
lcl|NC_003112.2_cds_WP_002225756.1_12	972	722.887	150	62.9958
lcl|NC_003112.2_cds_WP_002225757.1_13	450	201.73	112	168.554
lcl|NC_003112.2_cds_WP_002225758.1_14	1272	1022.89	102	30.2735
lcl|NC_003112.2_cds_WP_002225759.1_15	1449	1199.89	359	90.8332
lcl|NC_003112.2_cds_WP_061730199.1_16	219	50.2828	317.237	1915.38
lcl|NC_003112.2_cds_WP_002216134.1_17	924	674.887	183	82.321
lcl|NC_003112.2_cds_WP_141562916.1_18	444	195.928	2214	3430.61
lcl|NC_003112.2_cds_WP_010980743.1_19	513	263.949	0	0
lcl|NC_003112.2_cds_WP_009349134.1_20	462	213.428	1588.73	2259.89
lcl|NC_003112.2_cds_WP_165439318.1_21	402	156.753	511.435	990.522
lcl|NC_003112.2_cds_22	387	143.651	0	0
lcl|NC_003112.2_cds_WP_002221781.1_23	339	106.494	1.00302	2.8594
lcl|NC_003112.2_cds_24	420	173.171	587.446	1029.87
lcl|NC_003112.2_cds_WP_002221783.1_25	597	347.887	2805.39	2448.19
lcl|NC_003112.2_cds_WP_176607287.1_26	405	159.441	0	0
lcl|NC_003112.2_cds_27	328	99.1752	163	498.971
lcl|NC_003112.2_cds_WP_002216146.1_28	330	100.471	278	840.033
lcl|NC_003112.2_cds_WP_002221786.1_29	219	50.2828	35	211.319
lcl|NC_003112.2_cds_WP_002225762.1_30	954	704.887	275	118.441
lcl|NC_003112.2_cds_WP_002225763.1_31	2058	1808.89	350	58.7418
lcl|NC_003112.2_cds_WP_002225764.1_32	1839	1589.89	305	58.2404
lcl|NC_003112.2_cds_WP_002243923.1_33	522	272.928	61	67.8536
lcl|NC_003112.2_cds_34	63	20.6799	0	0
lcl|NC_003112.2_cds_WP_002221791.1_35	1326	1076.89	273	76.9632
lcl|NC_003112.2_cds_WP_002225766.1_36	840	590.887	984	505.57
lcl|NC_003112.2_cds_WP_002215233.1_37	1167	917.887	2334	771.973
lcl|NC_003112.2_cds_WP_002243924.1_38	1266	1016.89	1765	526.942
lcl|NC_003112.2_cds_WP_002225768.1_39	330	100.471	93	281.018
lcl|NC_003112.2_cds_WP_002225769.1_40	1371	1121.89	167	45.1916
lcl|NC_003112.2_cds_WP_002243925.1_41	273	69.5764	2	8.72687
lcl|NC_003112.2_cds_WP_002243926.1_42	714	464.887	29	18.9383
lcl|NC_003112.2_cds_WP_002243927.1_43	1002	752.887	340	137.101
lcl|NC_003112.2_cds_WP_002215243.1_44	849	599.887	397	200.915
lcl|NC_003112.2_cds_WP_002215245.1_45	486	237.094	252	322.678
lcl|NC_003112.2_cds_WP_010980745.1_46	1569	1319.89	176	40.4824
lcl|NC_003112.2_cds_WP_002243928.1_47	1266	1016.89	346	103.299
lcl|NC_003112.2_cds_WP_002216166.1_48	285	75.0802	0	0
lcl|NC_003112.2_cds_WP_164734201.1_49	138	32.781	0	0
lcl|NC_003112.2_cds_WP_080610130.1_50	3030	2780.89	1165.99	127.292
lcl|NC_003112.2_cds_WP_002221798.1_51	2151	1901.89	191	30.4887
lcl|NC_003112.2_cds_WP_002218483.1_52	1227	977.887	609	189.069
