target_id	length	eff_length	est_counts	tpm
lcl|NC_000962.3_cds_NP_214515.1_1	1524	1325	3289	245.519
lcl|NC_000962.3_cds_NP_214516.1_2	1209	1010	1090	106.744
lcl|NC_000962.3_cds_NP_214517.1_3	1158	959	511	52.7035
lcl|NC_000962.3_cds_NP_214518.1_4	564	365	471	127.634
lcl|NC_000962.3_cds_NP_214519.2_5	2028	1829	5583	301.919
lcl|NC_000962.3_cds_NP_214520.1_6	2517	2318	7378	314.82
lcl|NC_000962.3_cds_NP_214521.1_7	915	716	1446	199.753
lcl|NC_000962.3_cds_NP_214522.1_8	438	239	148	61.2493
lcl|NC_000962.3_cds_NP_214523.1_9	549	350	7583	2142.94
lcl|NC_000962.3_cds_NP_214524.1_10	426	227	1337	582.563
lcl|NC_000962.3_cds_NP_214525.1_11	282	83.0431	665	792.055
lcl|NC_000962.3_cds_NP_214526.1_12	789	590	1948	326.568
lcl|NC_000962.3_cds_YP_177615.1_13	699	500	1141	225.711
lcl|NC_000962.3_cds_NP_214528.1_14	1881	1682	4545	267.267
lcl|NC_000962.3_cds_NP_214529.1_15	1296	1097	3524	317.736
lcl|NC_000962.3_cds_NP_214530.1_16	1476	1277	3428	265.514
lcl|NC_000962.3_cds_NP_214531.1_17	1410	1211	2709	221.26
lcl|NC_000962.3_cds_NP_214532.1_18	1545	1346	5360	393.874
lcl|NC_000962.3_cds_NP_214533.1_19	468	269	1081	397.476
lcl|NC_000962.3_cds_NP_214534.1_20	1584	1385	12323	880.043
lcl|NC_000962.3_cds_NP_214535.1_21	969	770	462	59.3456
lcl|NC_000962.3_cds_NP_214536.1_22	420	221	27	12.0839
lcl|NC_000962.3_cds_NP_214537.1_23	771	572	561	97.0072
lcl|NC_000962.3_cds_NP_214538.1_24	846	647	763	116.643
lcl|NC_000962.3_cds_NP_214539.1_25	363	164	353	212.896
lcl|NC_000962.3_cds_NP_214540.1_26	1347	1148	622	53.5902
lcl|NC_000962.3_cds_NP_214541.1_27	318	119	87	72.3118
lcl|NC_000962.3_cds_NP_214542.1_28	306	107.001	98	90.5889
lcl|NC_000962.3_cds_NP_214543.1_29	1098	899	719	79.1055
lcl|NC_000962.3_cds_NP_214544.1_30	330	131	135	101.929
lcl|NC_000962.3_cds_NP_214546.1_31	2316	2117	386	18.0345
lcl|NC_000962.3_cds_NP_214547.1_32	264	65.3593	9	13.6199
lcl|NC_000962.3_cds_NP_214548.1_33	396	197	34	17.0706
lcl|NC_000962.3_cds_YP_177686.1_34	1689	1490	542	35.9791
lcl|NC_000962.3_cds_NP_214550.1_35	774	575	888	152.75
lcl|NC_000962.3_cds_NP_214551.1_36	1326	1127	1232	108.124
lcl|NC_000962.3_cds_NP_214552.1_37	609	410	1289	310.961
lcl|NC_000962.3_cds_NP_214553.1_38	348	149	410	272.167
lcl|NC_000962.3_cds_NP_214554.2_39	933	734	2033	273.955
lcl|NC_000962.3_cds_NP_214555.1_40	2910	2711	2130	77.7119
lcl|NC_000962.3_cds_NP_214556.1_41	627	428	560	129.414
lcl|NC_000962.3_cds_NP_214557.1_42	735	536	323	59.6039
lcl|NC_000962.3_cds_NP_214558.1_43	795	596	436	72.3565
lcl|NC_000962.3_cds_NP_214559.1_44	897	698	646	91.5407
lcl|NC_000962.3_cds_NP_214560.1_45	1104	905	4646	507.771
lcl|NC_000962.3_cds_NP_214561.1_46	543	344	950	273.151
lcl|NC_000962.3_cds_NP_214562.1_47	870	671	417	61.4682
lcl|NC_000962.3_cds_NP_214563.1_48	414	215	704	323.871
lcl|NC_000962.3_cds_YP_177687.1_49	2037	1838	5224	281.122
lcl|NC_000962.3_cds_NP_214565.1_50	1683	1484	1890	125.969
lcl|NC_000962.3_cds_NP_214566.3_51	564	365	332	89.9668
lcl|NC_000962.3_cds_NP_214567.1_52	291	92.0123	299	321.412
lcl|NC_000962.3_cds_NP_214568.1_53	495	296	1039	347.185
lcl|NC_000962.3_cds_YP_177688.1_54	255	56.8596	320	556.651
lcl|NC_000962.3_cds_NP_214570.1_55	459	260	1421	540.577
lcl|NC_000962.3_cds_NP_214571.1_56	522	323	502	153.723
lcl|NC_000962.3_cds_NP_214572.1_57	2625	2426	3579	145.918
lcl|NC_000962.3_cds_NP_214573.1_58	693	494	342	68.4757
lcl|NC_000962.3_cds_NP_214574.1_59	1059	860	1342	154.345
lcl|NC_000962.3_cds_YP_007408697.1_60	339	140	452	319.336
lcl|NC_000962.3_cds_YP_177689.1_61	1143	944	708	74.182
lcl|NC_000962.3_cds_NP_214577.1_62	1440	1241	1290	102.815
lcl|NC_000962.3_cds_YP_009030026.1_63	162	11.4723	0	0
lcl|NC_000962.3_cds_NP_214578.1_64	2940	2741	3138	113.235
lcl|NC_000962.3_cds_YP_007408701.1_65	240	43.8339	43	97.0276
lcl|NC_000962.3_cds_NP_214579.1_66	402	203	385	187.587
lcl|NC_000962.3_cds_NP_214580.1_67	2238	2039	3208	155.616
lcl|NC_000962.3_cds_NP_214581.1_68	570	371	88	23.461
lcl|NC_000962.3_cds_NP_214582.1_69	912	713	133	18.4501
lcl|NC_000962.3_cds_NP_214583.1_70	1386	1187	1031	85.9103
lcl|NC_000962.3_cds_NP_214584.1_71	1278	1079	508	46.5671
lcl|NC_000962.3_cds_NP_214585.1_72	708	509	63	12.2422
lcl|NC_000962.3_cds_NP_214586.1_73	1050	851	695	80.7779
lcl|NC_000962.3_cds_NP_214587.1_74	993	794	889	110.744
lcl|NC_000962.3_cds_NP_214588.1_75	1236	1037	860	82.027
lcl|NC_000962.3_cds_NP_214589.1_76	1173	974	640	64.9918
lcl|NC_000962.3_cds_NP_214590.1_77	390	191	144	74.5704
lcl|NC_000962.3_cds_NP_214591.1_78	831	632	144	22.5363
lcl|NC_000962.3_cds_NP_214592.1_79	606	407	157	38.1542
lcl|NC_000962.3_cds_YP_177616.1_80	594	395	553	138.473
lcl|NC_000962.3_cds_YP_007408717.1_81	207	23.4313	10	42.2125
lcl|NC_000962.3_cds_NP_214593.1_82	822	623	536	85.0969
lcl|NC_000962.3_cds_NP_214594.1_83	459	260	126	47.933
lcl|NC_000962.3_cds_NP_214595.1_84	345	146	24	16.2591
lcl|NC_000962.3_cds_NP_214596.2_85	480	281	41	14.4316
lcl|NC_000962.3_cds_NP_214597.1_86	1923	1724	175	10.0401
lcl|NC_000962.3_cds_NP_214598.1_87	951	752	211	27.7525
lcl|NC_000962.3_cds_NP_214599.1_88	663	464	64	13.6427
lcl|NC_000962.3_cds_NP_214600.1_89	1467	1268	435	33.9318
lcl|NC_000962.3_cds_NP_214601.1_90	1479	1280	191	14.7591
lcl|NC_000962.3_cds_NP_214602.1_91	675	476	481	99.9483
lcl|NC_000962.3_cds_NP_214603.1_92	594	395	73	18.2794
lcl|NC_000962.3_cds_NP_214604.1_93	771	572	39	6.74382
lcl|NC_000962.3_cds_NP_214605.1_94	768	569	115	19.9905
lcl|NC_000962.3_cds_NP_214606.1_95	2286	2087	1251	59.2887
lcl|NC_000962.3_cds_NP_214607.1_96	849	650	825	125.539
lcl|NC_000962.3_cds_NP_214608.1_97	954	755	178.584	23.3956
lcl|NC_000962.3_cds_NP_214609.1_98	411	212	37.4939	17.4929
lcl|NC_000962.3_cds_YP_177690.1_99	1392	1193	61	5.05739
lcl|NC_000962.3_cds_NP_214611.1_100	870	671	124	18.2783
lcl|NC_000962.3_cds_NP_214612.1_101	552	353	50	14.0098
lcl|NC_000962.3_cds_NP_214613.1_102	1623	1424	351	24.38
lcl|NC_000962.3_cds_NP_214614.1_103	237	41.4694	26	62.013
lcl|NC_000962.3_cds_NP_214615.1_104	7539	7340	3295	44.4014
lcl|NC_000962.3_cds_NP_214616.1_105	1986	1787	2378	131.621
lcl|NC_000962.3_cds_NP_214617.1_106	2259	2060	2069	99.3415
lcl|NC_000962.3_cds_NP_214618.1_107	1515	1316	518	38.9324
lcl|NC_000962.3_cds_YP_177691.1_108	285	86.0288	1	1.14972
lcl|NC_000962.3_cds_NP_214620.1_109	1197	998	173	17.1456
lcl|NC_000962.3_cds_NP_214621.1_110	4899	4700	10591	222.883
lcl|NC_000962.3_cds_NP_214622.1_111	210	24.7787	1708	6817.84
lcl|NC_000962.3_cds_YP_177692.1_112	1491	1292	319	24.4211
lcl|NC_000962.3_cds_NP_214624.1_113	750	551	208	37.3378
lcl|NC_000962.3_cds_NP_214625.1_114	2058	1859	4852	258.154
lcl|NC_000962.3_cds_NP_214626.1_115	957	758	289	37.7108
lcl|NC_000962.3_cds_NP_214627.1_116	591	392	283	71.4065
lcl|NC_000962.3_cds_NP_214628.1_117	573	374	140	37.0249
lcl|NC_000962.3_cds_NP_214629.1_118	1161	962	224	23.0309
lcl|NC_000962.3_cds_YP_009030027.1_119	189	17.0794	0	0
lcl|NC_000962.3_cds_NP_214630.1_120	756	557	765	135.845
lcl|NC_000962.3_cds_NP_214631.1_121	945	746	597	79.154
lcl|NC_000962.3_cds_NP_214632.1_122	1749	1550	3933	250.974
lcl|NC_000962.3_cds_NP_214633.1_123	1578	1379	1209	86.716
lcl|NC_000962.3_cds_NP_214634.1_124	2145	1946	904	45.9476
lcl|NC_000962.3_cds_NP_214635.1_125	435	236	90	37.7197
lcl|NC_000962.3_cds_NP_214636.1_126	369	170	31	18.0364
lcl|NC_000962.3_cds_NP_214637.1_127	369	170	57	33.1637
lcl|NC_000962.3_cds_YP_177693.1_128	1464	1265	118	9.22632
lcl|NC_000962.3_cds_NP_214639.1_129	1068	869	1909	217.282
lcl|NC_000962.3_cds_NP_214640.1_130	1806	1607	1873	115.281
lcl|NC_000962.3_cds_NP_214641.1_131	1368	1169	1153	97.5556
lcl|NC_000962.3_cds_NP_214642.1_132	780	581	460	78.3103
lcl|NC_000962.3_cds_YP_177694.1_133	1023	824	7894	947.561
lcl|NC_000962.3_cds_NP_214644.1_134	456	257	166	63.887
lcl|NC_000962.3_cds_NP_214645.1_135	1344	1145	394	34.0352
lcl|NC_000962.3_cds_NP_214646.1_136	1083	884	314	35.1329
lcl|NC_000962.3_cds_NP_214647.1_137	606	407	628	152.617
lcl|NC_000962.3_cds_NP_214648.1_138	903	704	2088	293.356
lcl|NC_000962.3_cds_NP_214649.1_139	606	407	1508	366.475
lcl|NC_000962.3_cds_NP_214650.1_140	1326	1127	757	66.4369
lcl|NC_000962.3_cds_NP_214651.1_141	549	350	538	152.038
lcl|NC_000962.3_cds_NP_214652.1_142	504	305	275	89.1805
lcl|NC_000962.3_cds_NP_214653.1_143	1023	824	1232	147.884
lcl|NC_000962.3_cds_NP_214654.1_144	381	182	327	177.711
lcl|NC_000962.3_cds_NP_214655.1_145	411	212	340	158.628
lcl|NC_000962.3_cds_NP_214656.1_146	927	728	705	95.7844
lcl|NC_000962.3_cds_NP_214657.1_147	1479	1280	1629	125.878
lcl|NC_000962.3_cds_NP_214658.1_148	843	644	5308	815.234
lcl|NC_000962.3_cds_NP_214659.1_149	954	755	2621	343.366
lcl|NC_000962.3_cds_NP_214660.1_150	933	734	1186	159.818
lcl|NC_000962.3_cds_NP_214661.1_151	1521	1322	2336	174.775
lcl|NC_000962.3_cds_NP_214662.1_152	861	662	1643	245.48
lcl|NC_000962.3_cds_NP_214663.1_153	969	770	971	124.729
lcl|NC_000962.3_cds_NP_214664.1_154	288	89.0189	30	33.3331
lcl|NC_000962.3_cds_YP_177695.1_155	1767	1568	453	28.5752
lcl|NC_000962.3_cds_YP_177696.1_156	1578	1379	225	16.1382
lcl|NC_000962.3_cds_NP_214667.1_157	831	632	661	103.448
lcl|NC_000962.3_cds_NP_214668.1_158	1212	1013	1442	140.797
lcl|NC_000962.3_cds_NP_214669.1_159	1101	902	788	86.4086
lcl|NC_000962.3_cds_NP_214670.1_160	333	134	378	279.013
lcl|NC_000962.3_cds_NP_214671.1_161	1428	1229	3016	242.726
lcl|NC_000962.3_cds_YP_007408797.1_162	129	7.91774	0	0
lcl|NC_000962.3_cds_NP_214672.1_163	645	446	310	68.7486
lcl|NC_000962.3_cds_YP_177697.1_164	1407	1208	330	27.0199
lcl|NC_000962.3_cds_YP_177698.1_165	1509	1310	79	5.96476
lcl|NC_000962.3_cds_NP_214675.1_166	1350	1151	267	22.9442
lcl|NC_000962.3_cds_YP_177699.1_167	1152	953	318	33.0044
lcl|NC_000962.3_cds_NP_214677.1_168	456	257	149	57.3443
lcl|NC_000962.3_cds_YP_177617.1_169	486	287	2915	1004.6
lcl|NC_000962.3_cds_YP_177700.2_170	672	473	1730	361.761
lcl|NC_000962.3_cds_NP_214680.1_171	1665	1466	5163	348.342
lcl|NC_000962.3_cds_NP_214681.1_172	798	599	5413	893.817
lcl|NC_000962.3_cds_NP_214682.1_173	870	671	2584	380.897
lcl|NC_000962.3_cds_YP_177701.1_174	1365	1166	3987	338.209
lcl|NC_000962.3_cds_NP_214684.1_175	1041	842	1798	211.21
lcl|NC_000962.3_cds_NP_214685.1_176	1548	1349	6895	505.545
lcl|NC_000962.3_cds_NP_214686.1_177	1593	1394	4760	337.739
lcl|NC_000962.3_cds_NP_214687.1_178	1173	974	3506	356.033
lcl|NC_000962.3_cds_NP_214688.1_179	1548	1349	11236	823.829
lcl|NC_000962.3_cds_NP_214689.3_180	642	443	4098	914.967
lcl|NC_000962.3_cds_NP_214690.1_181	969	770	3605	463.075
lcl|NC_000962.3_cds_NP_214691.1_182	555	356	1734	481.766
lcl|NC_000962.3_cds_NP_214692.1_183	735	536	3478	641.803
lcl|NC_000962.3_cds_NP_214693.1_184	1110	911	2872	311.82
lcl|NC_000962.3_cds_NP_214694.1_185	1359	1160	1005	85.693
lcl|NC_000962.3_cds_NP_214695.1_186	735	536	428	78.9798
lcl|NC_000962.3_cds_NP_214696.1_187	1113	914	1389	150.312
lcl|NC_000962.3_cds_NP_214697.2_188	840	641	1274	196.584
lcl|NC_000962.3_cds_NP_214698.1_189	750	551	1874	336.399
lcl|NC_000962.3_cds_NP_214699.1_190	510	311	685	217.855
lcl|NC_000962.3_cds_NP_214700.1_191	2076	1877	3291	173.421
