target_id	length	eff_length	est_counts	tpm
lcl|NC_002516.2_cds_NP_064721.1_1	1545	1293.38	3575	112.201
lcl|NC_002516.2_cds_NP_064722.1_2	1104	852.384	1951	92.9116
lcl|NC_002516.2_cds_NP_064723.1_3	1110	858.384	852	40.2908
lcl|NC_002516.2_cds_NP_064724.1_4	2421	2169.38	2233	41.7831
lcl|NC_002516.2_cds_NP_064725.1_5	774	522.418	663	51.5162
lcl|NC_002516.2_cds_NP_064726.1_6	537	286.187	838	118.862
lcl|NC_002516.2_cds_NP_064727.1_7	1707	1455.38	558	15.5634
lcl|NC_002516.2_cds_NP_064728.1_8	2055	1803.38	733	16.4992
lcl|NC_002516.2_cds_NP_064729.1_9	948	696.384	303	17.6621
lcl|NC_002516.2_cds_NP_248700.1_10	552	301.058	107	14.4272
lcl|NC_002516.2_cds_NP_248701.1_11	888	636.384	861	54.9202
lcl|NC_002516.2_cds_NP_248702.1_12	267	57.5827	453	319.341
lcl|NC_002516.2_cds_NP_248703.1_13	654	402.505	142	14.3207
lcl|NC_002516.2_cds_NP_248704.1_14	273	60.9351	45	29.9774
lcl|NC_002516.2_cds_NP_248705.1_15	318	89.1347	629	286.452
lcl|NC_002516.2_cds_NP_248706.1_16	1374	1122.38	930	33.6348
lcl|NC_002516.2_cds_NP_248707.1_17	1305	1053.38	482	18.5741
lcl|NC_002516.2_cds_NP_248708.1_18	945	693.384	465	27.2224
lcl|NC_002516.2_cds_NP_248709.1_19	507	256.796	3002	474.538
lcl|NC_002516.2_cds_NP_248710.1_20	1026	774.384	2736	143.419
lcl|NC_002516.2_cds_NP_248711.1_21	1089	837.384	92	4.45976
lcl|NC_002516.2_cds_NP_248712.1_22	558	307.015	698	92.2876
lcl|NC_002516.2_cds_NP_248713.1_23	978	726.384	441	24.6445
lcl|NC_002516.2_cds_NP_248714.1_24	918	666.384	5804	353.55
lcl|NC_002516.2_cds_NP_248715.1_25	825	573.396	2765	195.744
lcl|NC_002516.2_cds_NP_248716.1_26	987	735.384	1227	67.7296
lcl|NC_002516.2_cds_NP_248717.1_27	1287	1035.38	560	21.9551
lcl|NC_002516.2_cds_NP_248718.1_28	603	351.654	193	22.2787
lcl|NC_002516.2_cds_NP_248719.1_29	1554	1302.38	216	6.73229
lcl|NC_002516.2_cds_NP_248720.1_30	924	672.384	62	3.74302
lcl|NC_002516.2_cds_NP_248721.1_31	1512	1260.38	268	8.63137
lcl|NC_002516.2_cds_NP_248722.1_32	915	663.384	339	20.7435
lcl|NC_002516.2_cds_YP_008719728.1_33	378	136.491	119	35.3908
lcl|NC_002516.2_cds_NP_248723.1_34	366	126.173	80	25.7377
lcl|NC_002516.2_cds_NP_248724.1_35	624	372.582	145	15.7977
lcl|NC_002516.2_cds_NP_248725.1_36	807	555.396	409	29.8929
lcl|NC_002516.2_cds_NP_248726.1_37	1209	957.384	595	25.2278
lcl|NC_002516.2_cds_NP_248727.1_38	888	636.384	425	27.1092
lcl|NC_002516.2_cds_NP_248728.1_39	216	35.3491	982	1127.67
lcl|NC_002516.2_cds_NP_248729.1_40	228	39.5299	5626	5777.26
lcl|NC_002516.2_cds_NP_248730.1_41	1689	1437.38	433.532	12.2432
lcl|NC_002516.2_cds_NP_248731.1_42	10608	10356.4	1617.95	6.34168
lcl|NC_002516.2_cds_YP_008719729.1_43	702	450.446	326	29.378
lcl|NC_002516.2_cds_NP_248732.1_44	396	152.29	294	78.3654
lcl|NC_002516.2_cds_NP_248733.1_45	1383	1131.38	512	18.3699
lcl|NC_002516.2_cds_NP_248734.1_46	1374	1122.38	608	21.9892
lcl|NC_002516.2_cds_NP_248735.1_47	687	435.464	298	27.7787
lcl|NC_002516.2_cds_NP_248736.1_48	354	116.244	81	28.2853
lcl|NC_002516.2_cds_NP_248737.1_49	510	259.708	84	13.1293
lcl|NC_002516.2_cds_NP_248738.1_50	384	141.734	114	32.6498
lcl|NC_002516.2_cds_NP_248739.1_51	1662	1410.38	166	4.7777
lcl|NC_002516.2_cds_NP_248740.1_52	141	20.6797	502	985.391
lcl|NC_002516.2_cds_NP_248741.1_53	1833	1581.38	78	2.00219
lcl|NC_002516.2_cds_NP_248742.1_54	429	182.239	192	42.7669
lcl|NC_002516.2_cds_NP_248744.1_55	549	298.094	563	76.6661
lcl|NC_002516.2_cds_NP_248745.1_56	507	256.796	962	152.067
lcl|NC_002516.2_cds_NP_248746.1_57	921	669.384	117	7.0951
lcl|NC_002516.2_cds_NP_248747.1_58	888	636.384	39	2.48767
lcl|NC_002516.2_cds_NP_248748.1_59	705	453.446	37	3.31226
lcl|NC_002516.2_cds_NP_248749.1_60	456	207.577	355	69.422
lcl|NC_002516.2_cds_NP_248750.1_61	234	41.9809	144	139.238
lcl|NC_002516.2_cds_NP_248751.1_62	438	190.618	984	209.546
lcl|NC_002516.2_cds_NP_248752.1_63	417	171.251	44	10.4296
lcl|NC_002516.2_cds_NP_248753.1_64	1128	876.384	746	34.5535
lcl|NC_002516.2_cds_NP_248754.1_65	984	732.384	656	36.3591
lcl|NC_002516.2_cds_NP_248755.1_66	666	414.481	170	16.6492
lcl|NC_002516.2_cds_NP_248756.1_67	543	292.129	237	32.9322
lcl|NC_002516.2_cds_NP_248757.1_68	2046	1794.38	1585	35.856
lcl|NC_002516.2_cds_NP_248758.1_69	276	62.6773	539	349.081
lcl|NC_002516.2_cds_NP_248759.1_70	1059	807.384	223	11.2117
lcl|NC_002516.2_cds_NP_248760.1_71	915	663.384	11489	703.016
lcl|NC_002516.2_cds_NP_248761.1_72	1713	1461.38	2844	78.9975
lcl|NC_002516.2_cds_NP_248762.1_73	1200	948.384	710	30.3894
lcl|NC_002516.2_cds_NP_248763.1_74	720	468.428	369	31.9766
lcl|NC_002516.2_cds_NP_248764.1_75	3099	2847.38	1063	15.1543
lcl|NC_002516.2_cds_NP_248765.1_76	729	477.428	274	23.2965
lcl|NC_002516.2_cds_NP_248766.1_77	681	429.464	164	15.5012
lcl|NC_002516.2_cds_NP_248767.1_78	3306	3054.38	1065	14.1538
lcl|NC_002516.2_cds_NP_248768.1_79	1350	1098.38	564	20.8436
lcl|NC_002516.2_cds_NP_248769.1_80	1335	1083.38	469	17.5727
lcl|NC_002516.2_cds_NP_248770.1_81	465	216.127	110	20.6601
lcl|NC_002516.2_cds_NP_248771.1_82	1494	1242.38	2627	85.8326
lcl|NC_002516.2_cds_NP_248772.1_83	1035	783.384	2806	145.399
lcl|NC_002516.2_cds_NP_248773.1_84	519	268.538	178	26.9068
lcl|NC_002516.2_cds_NP_248774.1_85	1497	1245.38	681	22.1969
lcl|NC_002516.2_cds_NP_248775.1_86	489	239.312	3286	557.379
lcl|NC_002516.2_cds_NP_248776.1_87	846	594.384	426	29.0931
lcl|NC_002516.2_cds_NP_248777.1_88	510	259.708	116	18.131
lcl|NC_002516.2_cds_NP_248778.1_89	1860	1608.38	359	9.06051
lcl|NC_002516.2_cds_NP_248779.1_90	1047	795.384	223	11.3809
lcl|NC_002516.2_cds_NP_248780.1_91	2709	2457.38	1298	21.4412
lcl|NC_002516.2_cds_NP_248781.1_92	1932	1680.38	735.427	17.7656
lcl|NC_002516.2_cds_NP_248782.1_93	285	67.9665	102	60.9191
lcl|NC_002516.2_cds_NP_248783.1_94	1293	1041.38	352	13.7208
lcl|NC_002516.2_cds_NP_248784.1_95	435	187.795	219	47.3379
lcl|NC_002516.2_cds_NP_248785.1_96	2226	1974.38	1767.04	36.3298
lcl|NC_002516.2_cds_NP_248786.1_97	450	201.867	44	8.84781
lcl|NC_002516.2_cds_NP_248787.1_98	1200	948.384	90	3.85218
lcl|NC_002516.2_cds_NP_248788.1_99	1038	786.384	106	5.47166
lcl|NC_002516.2_cds_NP_248789.1_100	1161	909.384	338	15.0875
lcl|NC_002516.2_cds_NP_248790.1_101	921	669.384	413	25.0451
lcl|NC_002516.2_cds_NP_248791.1_102	1248	996.384	411	16.7441
