target_id	length	eff_length	est_counts	tpm
lcl|NC_000962.3_cds_NP_214515.1_1	1524	1325	4729	291.333
lcl|NC_000962.3_cds_NP_214516.1_2	1209	1010	1364	110.238
lcl|NC_000962.3_cds_NP_214517.1_3	1158	959	587	49.9639
lcl|NC_000962.3_cds_NP_214518.1_4	564	365	499	111.595
lcl|NC_000962.3_cds_NP_214519.2_5	2028	1829	7016	313.121
lcl|NC_000962.3_cds_NP_214520.1_6	2517	2318	8736	307.635
lcl|NC_000962.3_cds_NP_214521.1_7	915	716	1756	200.193
lcl|NC_000962.3_cds_NP_214522.1_8	438	239	237	80.9444
lcl|NC_000962.3_cds_NP_214523.1_9	549	350	10282	2397.98
lcl|NC_000962.3_cds_NP_214524.1_10	426	227	1919	690.058
lcl|NC_000962.3_cds_NP_214525.1_11	282	83.0431	961	944.619
lcl|NC_000962.3_cds_NP_214526.1_12	789	590	2244	310.461
lcl|NC_000962.3_cds_YP_177615.1_13	699	500	1485	242.434
lcl|NC_000962.3_cds_NP_214528.1_14	1881	1682	5972	289.821
lcl|NC_000962.3_cds_NP_214529.1_15	1296	1097	3926	292.133
lcl|NC_000962.3_cds_NP_214530.1_16	1476	1277	4255	271.985
lcl|NC_000962.3_cds_NP_214531.1_17	1410	1211	3489	235.176
lcl|NC_000962.3_cds_NP_214532.1_18	1545	1346	6587	399.465
lcl|NC_000962.3_cds_NP_214533.1_19	468	269	1196	362.924
lcl|NC_000962.3_cds_NP_214534.1_20	1584	1385	17002	1002.04
lcl|NC_000962.3_cds_NP_214535.1_21	969	770	490	51.9448
lcl|NC_000962.3_cds_NP_214536.1_22	420	221	67	24.7468
lcl|NC_000962.3_cds_NP_214537.1_23	771	572	701	100.036
lcl|NC_000962.3_cds_NP_214538.1_24	846	647	841	106.103
lcl|NC_000962.3_cds_NP_214539.1_25	363	164	354	176.196
lcl|NC_000962.3_cds_NP_214540.1_26	1347	1148	722	51.3371
lcl|NC_000962.3_cds_NP_214541.1_27	318	119	138	94.6603
lcl|NC_000962.3_cds_NP_214542.1_28	306	107.001	101	77.0494
lcl|NC_000962.3_cds_NP_214543.1_29	1098	899	923	83.8066
lcl|NC_000962.3_cds_NP_214544.1_30	330	131	155	96.5821
lcl|NC_000962.3_cds_NP_214546.1_31	2316	2117	500	19.279
lcl|NC_000962.3_cds_NP_214547.1_32	264	65.3593	16	19.9825
lcl|NC_000962.3_cds_NP_214548.1_33	396	197	45	18.6459
lcl|NC_000962.3_cds_YP_177686.1_34	1689	1490	687	37.6363
lcl|NC_000962.3_cds_NP_214550.1_35	774	575	1139	161.693
lcl|NC_000962.3_cds_NP_214551.1_36	1326	1127	1363	98.7207
lcl|NC_000962.3_cds_NP_214552.1_37	609	410	1647	327.904
lcl|NC_000962.3_cds_NP_214553.1_38	348	149	470	257.483
lcl|NC_000962.3_cds_NP_214554.2_39	933	734	2740	304.713
lcl|NC_000962.3_cds_NP_214555.1_40	2910	2711	2745	82.6512
lcl|NC_000962.3_cds_NP_214556.1_41	627	428	722	137.699
lcl|NC_000962.3_cds_NP_214557.1_42	735	536	418	63.6573
lcl|NC_000962.3_cds_NP_214558.1_43	795	596	553	75.7383
lcl|NC_000962.3_cds_NP_214559.1_44	897	698	749	87.5917
lcl|NC_000962.3_cds_NP_214560.1_45	1104	905	5519	497.792
lcl|NC_000962.3_cds_NP_214561.1_46	543	344	1217	288.781
lcl|NC_000962.3_cds_NP_214562.1_47	870	671	544	66.1779
lcl|NC_000962.3_cds_NP_214563.1_48	414	215	898	340.937
lcl|NC_000962.3_cds_YP_177687.1_49	2037	1838	6642	294.978
lcl|NC_000962.3_cds_NP_214565.1_50	1683	1484	2075	114.135
lcl|NC_000962.3_cds_NP_214566.3_51	564	365	369	82.522
lcl|NC_000962.3_cds_NP_214567.1_52	291	92.0123	435	385.904
lcl|NC_000962.3_cds_NP_214568.1_53	495	296	1421	391.867
lcl|NC_000962.3_cds_YP_177688.1_54	255	56.8596	384	551.269
lcl|NC_000962.3_cds_NP_214570.1_55	459	260	1783	559.776
lcl|NC_000962.3_cds_NP_214571.1_56	522	323	589	148.85
lcl|NC_000962.3_cds_NP_214572.1_57	2625	2426	4290	144.345
lcl|NC_000962.3_cds_NP_214573.1_58	693	494	447	73.8613
lcl|NC_000962.3_cds_NP_214574.1_59	1059	860	1574	149.397
lcl|NC_000962.3_cds_YP_007408697.1_60	339	140	571	332.924
lcl|NC_000962.3_cds_YP_177689.1_61	1143	944	973	84.1351
lcl|NC_000962.3_cds_NP_214577.1_62	1440	1241	1671	109.911
lcl|NC_000962.3_cds_YP_009030026.1_63	162	11.4723	0	0
lcl|NC_000962.3_cds_NP_214578.1_64	2940	2741	4297	127.965
lcl|NC_000962.3_cds_YP_007408701.1_65	240	43.8339	67	124.767
lcl|NC_000962.3_cds_NP_214579.1_66	402	203	542	217.941
lcl|NC_000962.3_cds_NP_214580.1_67	2238	2039	4181	167.378
lcl|NC_000962.3_cds_NP_214581.1_68	570	371	132	29.0427
lcl|NC_000962.3_cds_NP_214582.1_69	912	713	166	19.0044
lcl|NC_000962.3_cds_NP_214583.1_70	1386	1187	1257	86.4412
lcl|NC_000962.3_cds_NP_214584.1_71	1278	1079	693	52.4262
lcl|NC_000962.3_cds_NP_214585.1_72	708	509	100	16.0368
lcl|NC_000962.3_cds_NP_214586.1_73	1050	851	754	72.3233
lcl|NC_000962.3_cds_NP_214587.1_74	993	794	1022	105.067
lcl|NC_000962.3_cds_NP_214588.1_75	1236	1037	973	76.5897
lcl|NC_000962.3_cds_NP_214589.1_76	1173	974	763	63.9443
lcl|NC_000962.3_cds_NP_214590.1_77	390	191	237	101.286
lcl|NC_000962.3_cds_NP_214591.1_78	831	632	162	20.9235
lcl|NC_000962.3_cds_NP_214592.1_79	606	407	226	45.3263
lcl|NC_000962.3_cds_YP_177616.1_80	594	395	655	135.357
lcl|NC_000962.3_cds_YP_007408717.1_81	207	23.4313	9	31.3533
lcl|NC_000962.3_cds_NP_214593.1_82	822	623	725	94.9919
lcl|NC_000962.3_cds_NP_214594.1_83	459	260	148	46.4649
lcl|NC_000962.3_cds_NP_214595.1_84	345	146	31	17.3319
lcl|NC_000962.3_cds_NP_214596.2_85	480	281	55	15.9769
lcl|NC_000962.3_cds_NP_214597.1_86	1923	1724	186	8.80668
lcl|NC_000962.3_cds_NP_214598.1_87	951	752	197	21.3838
lcl|NC_000962.3_cds_NP_214599.1_88	663	464	86	15.1292
lcl|NC_000962.3_cds_NP_214600.1_89	1467	1268	487	31.3506
lcl|NC_000962.3_cds_NP_214601.1_90	1479	1280	210	13.392
lcl|NC_000962.3_cds_NP_214602.1_91	675	476	603	103.406
lcl|NC_000962.3_cds_NP_214603.1_92	594	395	84	17.3588
lcl|NC_000962.3_cds_NP_214604.1_93	771	572	55	7.8488
