target_id	length	eff_length	est_counts	tpm
lcl|NC_000913.3_cds_NP_414542.1_1	66	8.51163	13046	25042.3
lcl|NC_000913.3_cds_NP_414543.1_2	2463	2275.18	85620	614.848
lcl|NC_000913.3_cds_NP_414544.1_3	933	745.183	22557	494.569
lcl|NC_000913.3_cds_NP_414545.1_4	1287	1099.18	40741	605.578
lcl|NC_000913.3_cds_NP_414546.1_5	297	129.984	1134	142.539
lcl|NC_000913.3_cds_NP_414547.1_6	777	589.183	2214	61.3954
lcl|NC_000913.3_cds_NP_414548.1_7	1431	1243.18	566	7.43858
lcl|NC_000913.3_cds_NP_414549.1_8	954	766.183	47590	1014.83
lcl|NC_000913.3_cds_NP_414550.1_9	588	400.615	952	38.8256
lcl|NC_000913.3_cds_NP_414551.1_10	567	379.79	783	33.6842
lcl|NC_000913.3_cds_NP_414552.1_11	714	526.253	100	3.10466
lcl|NC_000913.3_cds_YP_009518733.1_12	486	300.186	0	0
lcl|NC_000913.3_cds_NP_414554.1_13	405	223.272	75	5.48828
lcl|NC_000913.3_cds_NP_414555.1_14	1917	1729.18	64131	605.948
lcl|NC_000913.3_cds_NP_414556.1_15	1131	943.183	7168	124.168
lcl|NC_000913.3_cds_NP_414557.1_16	1113	925.183	1987.67	35.1014
lcl|NC_000913.3_cds_NP_414559.1_17	210	70.4105	232.956	54.0561
lcl|NC_000913.3_cds_YP_025292.1_18	153	40.7902	6.04425	2.421
lcl|NC_000913.3_cds_NP_414560.1_19	1167	979.183	3132	52.2596
lcl|NC_000913.3_cds_NP_414561.1_20	906	718.183	1358	30.8939
lcl|NC_000913.3_cds_NP_414562.1_21	504	317.628	225.794	11.6146
lcl|NC_000913.3_cds_NP_414563.1_22	276	113.936	49.7802	7.13843
lcl|NC_000913.3_cds_NP_414564.1_23	264	105.2	47842	7430.25
lcl|NC_000913.3_cds_NP_414565.1_24	219	75.5809	72	15.5643
lcl|NC_000913.3_cds_NP_414566.1_25	942	754.183	7792	168.803
lcl|NC_000913.3_cds_NP_414567.1_26	2817	2629.18	33102	205.704
lcl|NC_000913.3_cds_NP_414568.1_27	495	308.91	3943	208.547
lcl|NC_000913.3_cds_NP_414569.1_28	450	265.603	2153	132.44
lcl|NC_000913.3_cds_NP_414570.1_29	951	763.183	3693	79.0604
lcl|NC_000913.3_cds_NP_414571.1_30	915	727.183	438	9.84099
lcl|NC_000913.3_cds_NP_414572.1_31	822	634.183	7780	200.435
lcl|NC_000913.3_cds_NP_414573.1_32	1149	961.183	32661	555.178
lcl|NC_000913.3_cds_NP_414574.1_33	3222	3034.18	69159	372.405
lcl|NC_000913.3_cds_NP_414576.4_34	396	214.937	832	63.2442
lcl|NC_000913.3_cds_NP_414577.2_35	591	403.595	93	3.76484
lcl|NC_000913.3_cds_NP_414578.2_36	786	598.183	45	1.2291
lcl|NC_000913.3_cds_NP_414579.4_37	1554	1366.18	329	3.93455
lcl|NC_000913.3_cds_NP_414580.1_38	1218	1030.18	146	2.31551
lcl|NC_000913.3_cds_NP_414581.1_39	1143	955.183	316	5.40517
lcl|NC_000913.3_cds_NP_414582.1_40	1515	1327.18	62	0.763255
lcl|NC_000913.3_cds_NP_414583.2_41	771	583.183	42	1.17667
lcl|NC_000913.3_cds_NP_414584.1_42	942	754.183	37	0.801555
lcl|NC_000913.3_cds_NP_414585.1_43	1287	1099.18	49	0.728341
lcl|NC_000913.3_cds_NP_414586.1_44	288	123.015	13	1.72661
lcl|NC_000913.3_cds_NP_414587.1_45	1332	1144.18	75	1.07096
lcl|NC_000913.3_cds_NP_414588.1_46	531	344.221	563	26.7226
lcl|NC_000913.3_cds_NP_414589.1_47	1863	1675.18	1541	15.0297
lcl|NC_000913.3_cds_NP_414590.1_48	480	294.372	1329	73.7627
lcl|NC_000913.3_cds_NP_414591.1_49	843	655.183	1542	38.453
lcl|NC_000913.3_cds_NP_414592.1_50	378	198.598	1315	108.183
lcl|NC_000913.3_cds_NP_414593.1_51	822	634.183	3718	95.7863
lcl|NC_000913.3_cds_NP_414594.1_52	990	802.183	2755	56.1121
lcl|NC_000913.3_cds_NP_414595.1_53	1287	1099.18	10159	151.004
lcl|NC_000913.3_cds_NP_414596.1_54	2355	2167.18	19780	149.121
lcl|NC_000913.3_cds_NP_414597.1_55	816	628.183	1281	33.3174
lcl|NC_000913.3_cds_YP_009518734.1_56	651	463.314	1027	36.2163
lcl|NC_000913.3_cds_YP_009518735.1_57	159	43.6499	340	127.264
lcl|NC_000913.3_cds_NP_414600.1_58	660	472.302	948	32.7942
lcl|NC_000913.3_cds_NP_414601.1_59	2907	2719.18	4398	26.4256
lcl|NC_000913.3_cds_NP_414602.1_60	2352	2164.18	1046	7.89671
lcl|NC_000913.3_cds_NP_414603.1_61	696	508.253	57	1.83233
lcl|NC_000913.3_cds_NP_414604.1_62	1503	1315.18	250	3.10572
lcl|NC_000913.3_cds_NP_414605.1_63	1701	1513.18	189	2.0407
lcl|NC_000913.3_cds_NP_414606.1_64	879	691.183	1144	27.0422
lcl|NC_000913.3_cds_NP_414607.1_65	765	577.183	839	23.7496
lcl|NC_000913.3_cds_NP_414608.1_66	699	511.253	628	20.0693
lcl|NC_000913.3_cds_NP_414609.1_67	1611	1423.18	1384	15.8885
lcl|NC_000913.3_cds_NP_414610.1_68	984	796.183	3680	75.5168
lcl|NC_000913.3_cds_NP_414611.1_69	1656	1468.18	1213	13.4986
lcl|NC_000913.3_cds_YP_002791237.1_70	132	30.5265	352	188.397
lcl|NC_000913.3_cds_YP_025293.1_71	1179	991.183	1041	17.1595
lcl|NC_000913.3_cds_NP_414613.1_72	606	418.544	13496	526.833
lcl|NC_000913.3_cds_NP_414614.1_73	1401	1213.18	26391	355.417
lcl|NC_000913.3_cds_NP_414615.4_74	1092	904.183	21283	384.579
lcl|NC_000913.3_cds_NP_414616.1_75	1572	1384.18	24544	289.708
lcl|NC_000913.3_cds_NP_414617.1_76	87	12.7877	7363	9407.42
lcl|NC_000913.3_cds_NP_414618.4_77	945	757.183	254	5.48077
lcl|NC_000913.3_cds_YP_009518736.1_78	45	9.26923	1	1.76265
lcl|NC_000913.3_cds_YP_025294.2_79	1725	1537.18	14247	151.428
lcl|NC_000913.3_cds_NP_414620.1_80	492	306.034	3631	193.85
lcl|NC_000913.3_cds_NP_414622.1_81	1005	817.183	4709	94.1495
lcl|NC_000913.3_cds_NP_414623.1_82	459	274.209	4787	285.227
lcl|NC_000913.3_cds_NP_414624.1_83	942	754.183	6205	134.423
lcl|NC_000913.3_cds_NP_414625.1_84	366	187.926	1427	124.064
lcl|NC_000913.3_cds_NP_414626.1_85	1767	1579.18	6617	68.4601
lcl|NC_000913.3_cds_NP_414627.1_86	1488	1300.18	7042	88.4912
lcl|NC_000913.3_cds_NP_414628.1_87	1359	1171.18	5137	71.6627
lcl|NC_000913.3_cds_NP_414629.1_88	1083	895.183	3593	65.5774
lcl|NC_000913.3_cds_NP_414630.1_89	1317	1129.18	5820	84.2107
lcl|NC_000913.3_cds_NP_414631.1_90	1245	1057.18	3595	55.5594
lcl|NC_000913.3_cds_NP_414632.1_91	1068	880.183	3301	61.2747
lcl|NC_000913.3_cds_NP_414633.1_92	1476	1288.18	6911	87.654
lcl|NC_000913.3_cds_NP_414634.1_93	921	733.183	5256	117.125
lcl|NC_000913.3_cds_NP_414635.1_94	831	643.183	3713	94.3189
lcl|NC_000913.3_cds_NP_414636.1_95	1263	1075.18	8489	128.998
lcl|NC_000913.3_cds_NP_414637.1_96	1152	964.183	22333	378.439
lcl|NC_000913.3_cds_NP_414638.1_97	918	730.183	37955	849.27
lcl|NC_000913.3_cds_NP_414639.2_98	513	326.498	3159	158.08
lcl|NC_000913.3_cds_NP_414640.1_99	2706	2518.18	12454	80.8035
lcl|NC_000913.3_cds_NP_414641.1_100	390	209.508	408	31.8176
lcl|NC_000913.3_cds_NP_414643.1_101	198	63.5854	717	184.234
lcl|NC_000913.3_cds_NP_414644.1_102	744	556.212	2071	60.8343
lcl|NC_000913.3_cds_NP_414645.1_103	621	433.448	1617	60.9511
lcl|NC_000913.3_cds_YP_009518737.1_104	45	9.26923	55	96.9455
lcl|NC_000913.3_cds_NP_414646.1_105	1044	856.183	15664	298.913
lcl|NC_000913.3_cds_NP_414648.1_106	1203	1015.18	218	3.50849
lcl|NC_000913.3_cds_NP_414649.1_107	1386	1198.18	275	3.74989
lcl|NC_000913.3_cds_NP_414650.1_108	441	257.038	17	1.08059
lcl|NC_000913.3_cds_NP_414651.1_109	894	706.183	2309	53.4214
lcl|NC_000913.3_cds_NP_414652.1_110	552	364.939	674	30.1751
lcl|NC_000913.3_cds_NP_414653.1_111	855	667.183	1135	27.7945
lcl|NC_000913.3_cds_NP_414654.1_112	1374	1186.18	22076	304.073
lcl|NC_000913.3_cds_NP_414655.1_113	765	577.183	4172	118.097
lcl|NC_000913.3_cds_NP_414656.1_114	2664	2476.18	57765	381.145
lcl|NC_000913.3_cds_NP_414657.1_115	1893	1705.18	34288	328.534
lcl|NC_000913.3_cds_NP_414658.1_116	1425	1237.18	33525	442.735
lcl|NC_000913.3_cds_NP_414659.1_117	1854	1666.18	373	3.65759
lcl|NC_000913.3_cds_NP_414660.1_118	2598	2410.18	84793	574.802
lcl|NC_000913.3_cds_NP_414661.2_119	363	185.275	935	82.4522
lcl|NC_000913.3_cds_NP_414662.1_120	795	607.183	7260	195.355
lcl|NC_000913.3_cds_NP_414663.1_121	867	679.183	7631	183.571
lcl|NC_000913.3_cds_NP_414664.4_122	348	172.23	1393	132.145
lcl|NC_000913.3_cds_NP_414665.1_123	1551	1363.18	8142	97.5856
lcl|NC_000913.3_cds_NP_414666.1_124	2391	2203.18	6401	47.4685
lcl|NC_000913.3_cds_NP_414667.4_125	537	350.1	4257	198.665
lcl|NC_000913.3_cds_NP_414668.1_126	663	475.302	21282	731.562
lcl|NC_000913.3_cds_NP_414669.1_127	927	739.183	1467	32.4255
lcl|NC_000913.3_cds_NP_414670.1_128	771	583.183	1180	33.0587
lcl|NC_000913.3_cds_NP_414671.1_129	441	257.038	299	19.0057
lcl|NC_000913.3_cds_NP_414672.1_130	1230	1042.18	694	10.8799
lcl|NC_000913.3_cds_NP_414673.1_131	381	201.325	10951	888.718
